mint,disc_6h,disc_24h,surv_24h,disc_accel,regime_scans_24h,pre_bars,pre_res_s,r_5m,r_15m,r_30m,r_60m,range_30m,vol_accel,above_first
gF6kXDUPivpk7VkqSBKfamxdyKzQPfjj4vXW2U8pump,356,1192,111,0.4258373205741627,20,120,60,-0.14185719718026835,-0.12290383817858552,-0.2860941597103511,0.6401601525257297,1.2508529634290995,0.27401184106758286,0.9740792129968765
7qg3pYUswNjtqVqMFVuY8wtv2Z269oT2UGdxjpxTpump,359,1192,119,0.4309723889555822,20,74,60,-0.09409515192157014,0.021573350338406794,0.30468692755848403,2.802252378829028,0.7111964388432341,0.38817626354000373,5.22016832444302
38Yai6pCdeXkixtHUxFutsWK2vKNLZfPa8tW2HAhpump,359,1192,125,0.4309723889555822,20,,,,,,,,,
HKkJjZTiUoGzZMhBxQL3NQJgAZbSUq6Hhiqfh32Ppump,359,1192,125,0.4309723889555822,20,,,,,,,,,
LFEJTxJ9yi6ojGDFpjbGfABLbH55Fc3oEK8syJJpump,359,1192,125,0.4309723889555822,20,,,,,,,,,
8ifTAcdwxs9JRDBFnk6i1tEmM1X647BsFBu7Q4aVpump,359,1192,126,0.4309723889555822,20,64,900,nan,0.23573039995917644,2.1563774683654016,2.7900610395523504,0.6831811118846087,0.4731735439431201,11.281969091582583
Cmgg6FUidYofYneNCRPY2z311pKJBPmhqJNhELZ3pump,359,1192,130,0.4309723889555822,20,,,,,,,,,
FkD1S9QujAMouUyvHwowrvoq1uTaJs1WPvT3rby6pump,359,1192,130,0.4309723889555822,20,7,3600,nan,nan,nan,-0.408253501412861,1.924121209074333,2.2244765996397255,-0.07438589662696615
8JwsfQ1Nt4dCUvVhCskg4MBpV9wJ1ctud7w7K2sipump,359,1192,130,0.4309723889555822,20,,,,,,,,,
8MBK5t2sazChGmrrL9QWqCEYAt54oifSrfJbnA5Jpump,359,1192,130,0.4309723889555822,20,,,,,,,,,
3h6q3Xjq4nVifeDZ9gZdpF9eCm5XBfnXXpgFkS8npump,359,1192,130,0.4309723889555822,20,,,,,,,,,
BVeEzH4USexqb2A16QQ6sQ7KbzPMkzJwNVjV8m6dpump,360,1192,131,0.4326923076923077,20,,,,,,,,,
6EthCNNajqX2hdPqDbmDtp9Tcpwhrg4cZdnKsVnzpump,420,1192,132,0.5440414507772021,20,,,,,,,,,
F9VX2geLw8RNndxBXqSFpf54D4bYkHjJH9RBgbH5pump,420,1192,134,0.5440414507772021,20,,,,,,,,,
HBeaQ6Pn5n29iqzkffnXbC9ugWEdEJXUmdn6pGzbpump,420,1192,134,0.5440414507772021,20,98,3600,nan,nan,nan,-0.21963091875653185,0.3734708969703368,0.586254379910983,2.8622058109475654
Cfmo6asAsZFx6GGQvAt4Ajxn8hN6vgWGpaSrjQKRpump,420,1192,136,0.5440414507772021,20,120,3600,nan,nan,nan,0.0029430323660324387,0.09457674464695905,0.07056108594950146,3.416369848729966
CZEGT2GyNRNwvD7TG5Lz512dUGH8enxwZVKJoAgxpump,420,1252,142,0.5048076923076923,21,,,,,,,,,
5Ma1VrMGSSgpfd3HbrbQiNBiVtLaBCc9vWfuapiWpump,300,1192,140,0.336322869955157,20,,,,,,,,,
6Vwsf3tgyrMbDLFHcTccgvRV7HjWrCZZzWJhvZFXpump,240,1193,142,0.2518363064008394,20,,,,,,,,,
CuBgSCq48bBvu9omMCWyv1cBi7c716UcpgTixrrCpump,176,1192,143,0.1732283464566929,20,,,,,,,,,
CRjcw3uyqFjGwG7tsc4VBZ8W8xQ1XsMumx1Uor2mpump,176,1192,143,0.1732283464566929,20,10,3600,nan,nan,nan,-0.029348142561559265,0.301941679344919,1.6534607863196598,4.444148317142159
9vYai4xnyLwsw2hVeFQvt7wxtEADRXiaQKF1QA4Lpump,236,1195,138,0.24608967674661106,20,8,3600,nan,nan,nan,0.1287707361284931,0.4090876497720162,0.7832763004261644,2.6984199048981696
AKnrrFCyZxoZnN2ZdXTKjA3mG8wiBHpQGQFFq2wFpump,236,1195,136,0.24608967674661106,20,,,,,,,,,
JVmZJgsFuv2zDhB1Bsnqg5RRcqWwPuiqXZrA4ALpump,236,1195,136,0.24608967674661106,20,,,,,,,,,
7eDjBGP5MHiUR3Qr2gHmbbNYWYfFSwEh4DgKkQ2Ppump,296,1195,130,0.3292547274749722,20,,,,,,,,,
FtGTJYbAe54n98wJxQJP2G5xWNtrq1HCqdGPWsHpump,360,1196,119,0.430622009569378,20,,,,,,,,,
j8RdRQ8tQRbx62cr46e5LM8ekRDZr1opqmbgsobpump,358,1194,118,0.42822966507177035,20,,,,,,,,,
GDPtXowyiXHjsHXgkwM1erpFufPEeNvqK8iGq71Bpump,358,1194,118,0.42822966507177035,20,,,,,,,,,
b1s5xvDA6diLKKV9k8wzYbahpGh3QHXMpa3ebBxpump,358,1194,118,0.42822966507177035,20,,,,,,,,,
5u2cFYg9GRiP7fheZyEi9WcHUFFb2txFXSLC1uVApump,355,1191,116,0.4246411483253589,20,,,,,,,,,
DvjAtw5JgxeCD9XMxwxzMTXoqbprwdtUa5yEha9npump,355,1191,116,0.4246411483253589,20,,,,,,,,,
4CmYEygEusR76TpjxUbTjSLjyDbCMjxKhRKNozkrpump,354,1250,125,0.3950892857142857,21,,,,,,,,,
ELiQoVM9oEgvr5nPBaqSAsQyJwbiU16f71yjWwEApump,354,1250,125,0.3950892857142857,21,,,,,,,,,
Cdt1JVmbDav7WGCoSUkPRg2q6vjcPVJcHXdbYfBUpump,352,1188,122,0.42105263157894735,20,,,,,,,,,
9QrVfifxeHNGJwzXLXopbp8hwpnpgpdqUA6h4rDZpump,352,1188,122,0.42105263157894735,20,6,900,nan,0.03417555617358392,-0.16985064758338442,0.05826819812285744,0.32780666367054523,0.06974777435612683,1.7594491166331712
Hds9xu5UAEMgfJxr5GuYx41DHEK6D8EGxiib8EUepump,352,1188,122,0.42105263157894735,20,5,900,nan,0.024851460283110693,0.39149603083928786,1.4641548395508104,0.9370804923329329,0.23916450725103544,1.51068551072516
EUB1eZBt4m3X4FbperWnKGJdvLsuLMu2YmJix5yjpump,352,1248,129,0.39285714285714285,21,36,3600,nan,nan,nan,-0.3816088213618357,1.0155343930421497,0.4978114367006341,25.274492364017426
F298VFmZCfU2m3hXjfsefwxY5abF1ryp51Tx5nqqpump,352,1248,129,0.39285714285714285,21,,,,,,,,,
4dFAsiyBt6UEKmnnpBQ3rjVfTnLDXBaEKx475KfKpump,412,1248,133,0.49282296650717705,21,,,,,,,,,
ARy1yY1JCLzNLe45ULnDQUhn6PyZbKeyYcmxWjKppump,414,1188,131,0.5348837209302325,20,5,900,nan,0.016774659287570826,0.43350375271602193,2.396712324250852,0.5495274659978004,0.44918415782187693,6.420405298991527
FM7btH3zydALWGs2fAX2EA4g6sDAUxgXdb3UcMdMpump,417,1188,132,0.5408560311284046,20,10,900,nan,-0.005506767232913323,-0.15889759815746385,0.1915360836568616,0.39337800181481025,0.2925585636193707,2.907704788869214
ESJjRXALCHz2X1rN1djwyUdCwpSYKXM1a15Suugcpump,417,1188,132,0.5408560311284046,20,6,900,nan,0.0049223673790022016,-0.006449044244356439,0.1816708772954334,0.09238658469020358,0.07782467796429658,0.684734710121427
Bmv7ho39ijT6ur3GSN3GK4bxZnwM7qrf1ReF5qYfpump,418,1188,132,0.5428571428571428,20,,,,,,,,,
Bcp1E1yb8Q9VdqMGNuHT45QaHCBwzqVXdpJo6rs8pump,420,1188,133,0.546875,20,5,900,nan,0.006536875608760484,0.6107367868292635,2.1049217199295676,0.8319693991317623,0.32068726774922174,2.8704167750434366
7ZfKJmq59V61qYRFFaCeeMAEp7L3oaB4XAcNaWvxpump,229,1237,139,0.22718253968253968,21,,,,,,,,,
CX5bNC78TSgfJiTYpFvCYNemfHRimhVr8XRJAio8pump,229,1237,139,0.22718253968253968,21,7,900,nan,0.0897010934768343,-0.20574789740185273,0.11078254756791983,0.9307966094649094,0.2975298599235105,3.444278554695341
vFsy4Kz5dBQwHgrQfLBw7hfJizrG2KC1HrQ698Hpump,229,1237,139,0.22718253968253968,21,,,,,,,,,
2RMMkab8pEhSfqc32aQ11Dsfg9sL2QzfxnTWDUBUpump,229,1237,139,0.22718253968253968,21,9,900,nan,1.6207722105034086,1.1056628268711224,-0.1583100272486243,0.8484463207185691,0.4597125241905595,1.5170298295370048
BNKQejpQjMCUiV6zG7k7KfEWDeLCHyevXr2EummEpump,229,1237,139,0.22718253968253968,21,5,900,nan,0.21219615098666345,-0.394268382683046,-0.30823332119198577,1.0053209056501071,0.1037821321788204,1.044798821342598
F1Ueobn9vfZgSiGNBmrDAiTjvYJpUkiAjLNE2reYpump,229,1237,139,0.22718253968253968,21,6,900,nan,-0.3483422954685844,-0.04049741898020298,2.373902320953238,0.6096258592586153,0.444801406320306,3.2808962596524918
CU5e2iqWkXKrEHrg6fgoV6uqptEWL9M98oeU4skpump,164,1232,140,0.15355805243445692,21,14,900,nan,0.00226472989240345,0.028766512138871603,0.10542206123201558,0.21180372565252906,0.18532108172406433,7.626314035128175
H3EKcm3BayFEXgBo1njpg3v6FhSUr1FRyQRfuJVYpump,224,1236,137,0.22134387351778656,21,6,900,nan,-0.054514245895247226,-0.5390807745949866,-0.16484783439398176,1.7234639243196448,0.15206480844265036,1.6078487213561
GwoaR1Sac7KGJKkgNjxKFZ9N2WMXF1k1YF2yS2xZpump,224,1236,137,0.22134387351778656,21,,,,,,,,,
HmM1cLPgB53LweeaDmqSVZwJYQGpWjk1YDhDiCx6wAD,229,1235,136,0.2276341948310139,21,,,,,,,,,
J7CExbBZE3W6fqDiMWvq6dMcwYRVufaaGRqG93ycpump,229,1235,136,0.2276341948310139,21,,,,,,,,,
FcA7QkC8QVoM8EvGM8gXk1DfbgqmYdwFC5nttdSfpump,354,1235,135,0.4018161180476731,21,58,3600,nan,nan,nan,-0.29725662420147214,0.9275111645973442,1.1423726739418592,0.44852628526513505
79U3WAzDXdBp7CSCcF6GbWkYFZzACuzuXu59EDYa5ixY,359,1235,134,0.4098173515981735,21,,,,,,,,,
Dmkj4dB3Ngva9gWKkDgj8UMF39EC7ArpGf2rxLxDpump,359,1235,132,0.4098173515981735,21,,,,,,,,,
Apx665vqxenPMpeqLrcsGwN4hQH6EVfKTF5yuyeApump,359,1235,132,0.4098173515981735,21,6,900,nan,-0.06248324041006126,-0.16690092293496817,-0.06816765494086485,0.30133210636739816,0.15324543299817145,0.6279204886606893
6HMNEX4Lm2WzbE5cSWxqEju3YnV5rYURJaScWhaBpump,360,1240,126,0.4090909090909091,21,7,900,nan,-0.9961758435687276,-0.9973130997225007,-0.9968412045542407,548.5950904248322,0.43249484061821397,-0.975012978661673
5i6Ve42SMGGHLYkBbCimW7trK1MxFZNKZSUfWUCZpump,360,1240,126,0.4090909090909091,21,6,900,nan,0.09310301249376884,0.13628461232077838,-0.05601786726052849,0.2354534809896132,0.13845605472540942,-0.07510002391173776
B1SM8wzwtJArpLq4iESiJyjr61YYcnuDqpvSS3qGtpih,360,1241,122,0.4086265607264472,21,6,900,nan,-0.14757061989320486,-0.5368301913666967,1.167724994539836,1.27543600380505,0.186986854022349,1.3833876888880199
8mtTLauYuiCmmao3tuaLNMJ7B9TN5t1VU4YeVdrWpump,360,1243,116,0.40770101925254815,21,10,900,nan,-0.0232914489680478,-0.18243261483134565,0.2499905403150644,0.8223142574880339,0.26881918862262194,2.4121145320115827
4cCyEZoBVPepCK3MUR1PahCgehF9n9dUDHPJenW4pump,360,1243,116,0.40770101925254815,21,,,,,,,,,
CUTuufCBBFA4AwvB3LNwtPqZvCDEg25L9PsKSkx3pump,420,1243,114,0.5103280680437424,21,23,900,nan,-0.0019730907832614664,0.017883302100623055,-0.0027385476607398873,0.019546099994085797,0.24996088619622245,0.36630434588918837
7QddMRv1RJEqwmofGzoSohhJQ36qDLNZmhx4v3oVpump,480,1303,113,0.583232077764277,22,,,,,,,,,
Gz5jDg2a2oTDp8sUEE8MxhshiPYNk3FPVxWrjmpvt8cG,540,1363,116,0.6561360874848117,23,,,,,,,,,
FhaAngKjXUPhinojcPzn3uYsQs6vWdfouLAm3HKYpump,600,1423,119,0.7290400972053463,24,5,900,nan,0.12612861348901316,0.18741910333130374,3.818660098525518,0.6864927501594917,0.2965576756316229,2.7537500108220763
DSdidmMuSBqJ1U8aKmPeRg8ZnQpyQJN1tV9f8HV794sh,600,1423,119,0.7290400972053463,24,,,,,,,,,
6Fjp4SHuPkjJusTxgm2ft6dpyYeGedkBUm7GHzPbpump,660,1483,124,0.8019441069258809,25,,,,,,,,,
aUWH9iX3BKKeMHP6aoAf2r2KPjLq8h9Kim2YC48pump,660,1483,124,0.8019441069258809,25,,,,,,,,,
HxJZ7fxthZhs57e9fCDfm7s3DLc1favN2JmAG9EApump,600,1483,123,0.6795016987542469,25,,,,,,,,,
FFT4bgyrvzyB5TKAziLkAzBj8mboduzJeDdZ27TU4FHm,600,1483,123,0.6795016987542469,25,,,,,,,,,
6Qf2ifQ7W9P3HTao49cXfQgN73PHG7gT7gUBAhQjpump,540,1489,126,0.5690200210748156,25,6,900,nan,0.10590514918357674,-0.15024459430082937,0.574186925472516,1.0476327378551833,0.3313669572544383,4.829437658690237
5h1Ug5QBfNvYeyQaCYcvropyXr3gwEfy6DWbwJo4pump,540,1489,126,0.5690200210748156,25,,,,,,,,,
H3f4jYE3tEY8JWve2tRJYzqZpAHEHPihJkGQA5BCqqkn,540,1489,126,0.5690200210748156,25,,,,,,,,,
2tCKJWAdwyzRgoXtNaTFwnsHuZMDQkZooCsoHqPHS6YN,540,1489,126,0.5690200210748156,25,,,,,,,,,
GJf3j4NNWcfSwfZhmFMQzCtr1vEDM4uCFs1Xpxucpump,539,1548,133,0.5341922695738355,26,,,,,,,,,
97ANsEsXkDTCsH19wQVph57fRg86ko4bKNNDvUEBpump,539,1548,133,0.5341922695738355,26,,,,,,,,,
Aqy9Ucdx9bbNkLYBYPzNR6vnEm1MrHL4D5v1hgD5sb4v,539,1548,133,0.5341922695738355,26,,,,,,,,,
2ESFEAkkPMoDaMXQCyatSdVDEfVh6dF2zHfQZUuhpump,466,1600,130,0.4109347442680776,27,,,,,,,,,
4yBmS1oYgnR2ftwK4yGQzF4jYSiTt3sGLiHNM8RXpump,459,1718,132,0.36457505957108816,29,6,900,nan,-0.15286448186985713,0.030000201376158664,-0.10378420040145775,0.7108782130375297,0.15073457505272123,1.3781500968174991
GkBx7VC4FxXmAYYTvmqywg9XnMSBH2S9gs2C4VEJpump,579,1838,139,0.4598888006354249,31,16,3600,nan,nan,nan,0.08889871546294148,0.22466045461494108,0.31848663791066356,0.6444668269503868
Ct7ZFjNZ1AsjdHnzvejxzWm33kY45mUSTqdSFzAiHfoD,579,1838,137,0.4598888006354249,31,6,900,nan,0.1996265358293754,0.12353831479896193,0.5237169412547276,0.5233040418744626,0.3334089365834407,4.605989186634282
68QF8DkwjTPPTWMh6gKk8KNhfxBMR9AcEJyj3qaDpump,579,1898,141,0.43896891584533737,32,,,,,,,,,
2BYdL8N8kqC7ZEYUU75X18tTNvgFkK4S6xd7B7CNpump,700,1959,134,0.5559968228752978,33,6,900,nan,-0.10079483899097197,-0.21708011690518758,0.011223193086088212,0.6117080459417845,0.15603075343264775,0.531500865562297
7z8Q8E4dpequE3XcxoXrpiCPiw1yVHZ7cY8EwT7Tpump,706,2019,137,0.5376999238385377,34,47,3600,nan,nan,nan,0.19524822373497064,0.7419210170458531,2.2486025550771602,6.764263664515334
9BVn3Y8tPghbnGuuuxoj2mGekqgSQV1M7nALF7brpump,718,2079,136,0.5275532696546656,35,120,3600,nan,nan,nan,-0.04360207961021234,0.07372413167786222,0.5057454430092562,1.3362449255667315
DmKGKTeSsgnYBf4xGLHJPbMNTdzWHxhbRb57Hc8spump,779,2139,134,0.5727941176470588,36,5,900,nan,0.38497249337190076,0.7441240261186888,2.768678900772374,0.7538612826917289,0.2968266546211798,4.5770373892025775
9Pb3VCc44uVb9MsNshQrDyrdq3hqTyLRMVsTJpjdpump,718,2137,133,0.5059901338971107,36,,,,,,,,,
GS2jgH6874i1txo8CUnudz7N1gAuA9CtRHLXN1Npump,718,2197,135,0.4854631507775524,37,97,900,nan,-0.11418887970322256,-0.05875908264029939,-0.08368384674980867,0.15181877320173437,0.6930613295756245,4.630995151388689
AU1BD8caz3woQdpzd42Kd6cMDdRoefmTqYDrthEPMGnc,778,2197,134,0.5482734319943622,37,,,,,,,,,
BAQPhMtf6UaXMdEwZLu1BVTSxRz9AYZkkb8FQXncpump,778,2257,138,0.5260311020960108,38,,,,,,,,,
tUgWWjQc6xSszvMdtWvXPYFPX1iv8CsQN8t4XB3pump,778,2317,143,0.5055230669265757,39,7,900,nan,0.33872540186758515,0.5869158758634871,-0.05454153547959195,0.3859898858819989,0.08813167136793092,6.696605165170965
GiWxfFzr9Dsjm5BmWNQNn9mrQykPbchd4xx1CfTpump,778,2317,144,0.5055230669265757,39,23,900,nan,0.9931748594145398,1.051305149016342,1.1851496393820646,0.5556113015829373,3.1567540890555206,1.880309836620385
3EJnCDWV29PisxfrpRbjS1kUXFR5SnaPUMC9zynkpump,771,2430,156,0.46473779385171793,41,5,900,nan,1.377159467922234,0.3835039970237131,1.9605810734356024,1.0222205570121563,0.2171900160814135,2.166256627250871
2FW3eNWNKSkJFdrSUwPC2U8zxu9MjExgVYxR5Wd7pump,771,2430,156,0.46473779385171793,41,,,,,,,,,
EBKEeJhtRxHLZe4vGPUXJWZfF2Gq99TK6qzKP7Bnpump,771,2430,156,0.46473779385171793,41,,,,,,,,,
6WS1NsTCjB1VFvVL8CjqUkB4VtK4fQ3sMPrN5e7rpump,764,2543,163,0.42945474985947163,43,,,,,,,,,
69tJh32kgR7u6Vqyrw2xnwLoCsjY5AiG8PqNivM7pump,824,2603,167,0.46318156267566046,44,,,,,,,,,
htswYxYNkQcms7e3Jns5YPybBG3WsY4b8idXgjMpump,826,2603,168,0.46482836240855374,44,,,,,,,,,
4xMegMRMd2TFQEXxv39vtMP1r5fFVuA7VcaSmAhLpump,826,2663,174,0.4496461622210125,45,,,,,,,,,
Fnfzc9MPZCWtZ7KKrPiJqQBaEjxd2xWC6TPCsvGupxem,886,2723,174,0.48230811105062604,46,5,900,nan,-0.2967636821806383,0.07070592906888251,4.093755844703095,0.48803383353803914,0.014046707803272593,4.135051656685982
5upMUvnBmnAKqMoMFADSixXdJU39oxsbSTBWhMVnpump,886,2723,173,0.48230811105062604,46,,,,,,,,,
6MAjC3uWMzGc4LAeKF3EoC85DUtX67MCFE3numnmpump,887,2723,175,0.4831154684095861,46,,,,,,,,,
BmWTEG5i1w5niQ8LvFB64sb6TVcuao5y54DRAp2kpump,660,2783,171,0.31088082901554404,47,,,,,,,,,
Ad5V1WCU99Ldrt3hJciaVJcLgohyz9v5sJpNTd8Qpump,600,2783,169,0.2748511223087494,47,5,900,nan,0.25222342140362053,0.6734031571796886,3.262971227368288,0.5294705084660454,0.09295105320344554,8.482796532496724
iFYiJU8VP3FLhtjAR4p4pP3jkxhZUbv1KfyhbsLpump,480,2742,165,0.21220159151193635,46,,,,,,,,,
HNco6ivsZGeCbtfxWvqmJVKXqvcJkidJGz4BPMhppump,480,2744,167,0.21201413427561838,46,,,,,,,,,
73UveQK7FzQb4ecjpQBCqJd3gKT2MEXG6fhsQuDApump,480,2744,169,0.21201413427561838,46,,,,,,,,,
FYAczZbEfKQ61XkQZ6HhRrJQgEmR6oe6j2XDkaF6pump,480,2744,169,0.21201413427561838,46,,,,,,,,,
G53KLq9qFc5e3Q23pc72qmrKqyND2KjUkWqyY1eFpump,540,2744,170,0.24500907441016334,46,,,,,,,,,
5VUDGeHTyEXWtuwdRRbG8eendwzGAkwWCDNP1zwCpump,720,2744,175,0.3557312252964427,46,,,,,,,,,
FUF7ikJSz8ySPtFqW8juGTywZCx269UUdhmMxGqXpump,720,2744,178,0.3557312252964427,46,,,,,,,,,
mjwxBvhHfYLMr7dsdQQ6YR6EbVPzvaqUcsxaoZ8pump,720,2744,178,0.3557312252964427,46,12,900,nan,0.29187548575646316,0.08134457208336521,0.12618038972325896,0.37428062819513297,0.21047690106567463,0.8194713201823478
Ct5Utd86Vh4YvPf2xyDBUSdcMu8yyuRhSY1RYZXPpump,720,2744,178,0.3557312252964427,46,,,,,,,,,
G9DgDDxrCCrXLuyJTqvifcrH8yBH5kzGF7YcDwDHpump,715,2739,183,0.3532608695652174,46,,,,,,,,,
FYp7F86XyGKFU9boMW2vX3WVTwSPFGadvdFoyDVJpump,711,2735,185,0.3512845849802372,46,,,,,,,,,
BGz9Dz8hK8mWSMWWraBV2qwN2CwVDbhgBcULx3qRpump,704,2730,187,0.3474827245804541,46,5,900,nan,0.17946355629877364,0.17277102374766673,12.83904549133921,0.4652362613082525,0.027243148032840083,12.83904549133921
5pjUXJUCja3z3aN3K6DYYPeaEHwMoQGvhGJ7SCm3pump,756,2722,190,0.38453713123092575,46,6,900,nan,0.470061941190526,2.707691204339826,1.1338066235353583,1.1773860430123233,0.7156527073810293,3.281991097701078
9emJ2FJHkWtE8HP5iLr2Ym4vXwFt44prboEwRfazpump,744,2710,189,0.37843336724313326,46,,,,,,,,,
N5NfKJcy4pJVCX59dkzEeFVusEjYzuas2QWt63ypump,734,2700,184,0.3733468972533062,46,7,900,nan,-0.35778940089510425,-0.5446623750116873,-0.2746314511453859,1.4507937485843727,0.2629607350588646,3.0456470679715997
5STRSXMndEbWFhJyGHNNBD1E687Bt8r8hwcU4Lcqpump,730,2697,183,0.37112353838332485,46,,,,,,,,,
AzbsonxtqEdAA1APoiHX8M6uGVG2nEfcqoeoc2sEpump,730,2697,183,0.37112353838332485,46,12,900,nan,0.10227739264782487,0.042294758024666645,0.018467967552666442,0.10948322949126887,0.209991257234122,-0.20846392772181654
4MbrwEDCvZiZxPkcpj4jEuM7KvhmTcVW1mDr6Woypump,720,2693,182,0.3649265078560568,46,,,,,,,,,
BmDWM5NYWWZm4P2qBrhBNb6jbxsN3estLAkaWg8dpump,720,2693,182,0.3649265078560568,46,14,900,nan,-0.2418506654317948,1.0755037289428775,3.7382381233078386,1.1756642763643774,0.38155830156762816,16.302268723325817
AG4fodovUEAS1eG419d2X7Wh6Y2fq2MnAdA1YR9bpump,720,2693,182,0.3649265078560568,46,,,,,,,,,
8uD3m4YycAfBQYEkpaZq8LjSQUNWXzHWxU74qvfHpump,785,2749,183,0.39969450101832993,47,5,900,nan,0.178638715215099,0.08268997603336059,1.4216075342160104,0.7773693230040716,0.13603177618578446,2.11836501326347
GuUNEcqtzuHeCjaVrEVH3fzhpBSuLW65GbCW1bZt3Nmu,859,2748,177,0.45473795659078875,47,,,,,,,,,
G5WsEp3voREADpMVG11LVQGBmvXbH5PpvjQeFMyapump,864,2748,178,0.4585987261146497,47,,,,,,,,,
FdQMjCVEa77pqH1NbP381Dz32b2QR4xsJRDwM8icpump,874,2748,179,0.4663820704375667,47,30,900,nan,0.33624375253632355,0.496689529043294,1.7469462457572313,0.4534438096687383,0.2408032630157949,12.678143963230006
UemnTg4prZ5QUteJP2ekKMAYYHssyRZz3Ef3uiapump,890,2745,181,0.4797843665768194,47,,,,,,,,,
fpKcazZbb9e31XLjYH6AfBApejLm18U7hZPzJAnpump,714,2802,187,0.34195402298850575,48,5,900,nan,-0.6303590796763485,-0.06423731392436172,0.16108545743592861,3.3798722828965273,0.1819197455577218,-0.24149264239770085
D414E831eNtWfKS7yuHkJBGKPp17BxHAGsvVb8m8pump,652,2800,189,0.30353817504655495,48,,,,,,,,,
AFc8ewrQ2FkZisYm5j7qAYQ3yyCVAZ8p1vGmyxgqpump,652,2800,189,0.30353817504655495,48,,,,,,,,,
GDsogTEtXS1RD4PJcfDu3jYevDzRha6mUqiHAmcopump,652,2800,189,0.30353817504655495,48,,,,,,,,,
6VExhFJceQENY2GUgoGf9sXVST75mw4ovXYt8DaNpump,474,2740,185,0.2091791703442189,47,,,,,,,,,
9JJAnX75nadfDep572z31huah1otpS1KHy4g7wFtpump,474,2740,185,0.2091791703442189,47,,,,,,,,,
4veBqJ8TFFyZBepbP8DmMeUgUosbRhCtd7PwewWmpump,413,2738,186,0.17763440860215055,47,8,900,nan,0.6703393448804578,1.4363057842505724,2.508107094536897,0.6480105707758802,0.6742577525174751,6.317376236174884
6T6APFk43FoZjNXSsBRhMYyVinsntzTGAUpZeP8hpump,411,2675,183,0.18153710247349825,46,,,,,,,,,
9HvMq8kM58Xwfo3DCoihSxvbZ8eM4vJMod58a6axpump,411,2675,183,0.18153710247349825,46,5,900,nan,1.600368223192699,0.5917316236374492,4.553055339694649,0.6674559624204094,0.3457479536233984,7.531536065400898
D72zrgwrjMuzXLHZWET4ibC4hDcnFheM9SzqDrJ3pump,404,2667,184,0.17852408307556342,46,6,900,nan,0.7649251647520603,0.4725545249225407,0.8885314799018496,0.6162699564421541,0.25209924568395387,1.3017050353320831
FYqWB95ggm8bjCrPxnQ5GSNCgXxWKydyGzfasW17pump,404,2667,184,0.17852408307556342,46,,,,,,,,,
FZW2bCcWdkFz8PrQgFFKKWB7S1ksbFTxVrjNyeSZpump,397,2599,182,0.18029064486830154,45,5,900,nan,-0.38249449043951567,-0.4882853908191488,-0.19179654059279105,1.976201346180285,0.07682263026479345,0.23298045253747257
DfvXmcXWo8VYzXKLV5CLfFKUWzC7RmUAMKBhFqxNpump,397,2599,182,0.18029064486830154,45,,,,,,,,,
7mYSGRZu3QoURA6GDcZYbuu3UaeXvNirzFenm1WLpump,451,2593,183,0.21055088702147526,45,,,,,,,,,
HxNNTGqNmTMNP38VseuDAQMEjdFydd8xxUf2um2spump,449,2469,173,0.22227722772277228,43,5,900,nan,-0.16711082842968472,-0.12624901819488976,0.23794296630847245,0.9190889754674014,0.3144700782982869,0.40715246872707045
2HtutbHpCNCy4jBux1K4taVxshFCHgarydADjUjRpump,449,2469,173,0.22227722772277228,43,9,900,nan,0.010987038099602442,0.023373756128859613,0.2817190352777863,0.0654449314991265,0.24970859818109264,0.10617030468457278
5hyq1w4ATErYGNFUomWjWDRVUBmaQVG2rvDdx5hUpump,449,2474,171,0.2217283950617284,43,,,,,,,,,
512B2eBDSDg3xY88Jw3Qprqf6kGSvXLRH7L1kRaSpump,511,2481,172,0.2593908629441624,43,,,,,,,,,
APQfuCeuoCqywQJaVNj5CvZuUZ3EE3abGmti9tKjpump,511,2481,172,0.2593908629441624,43,,,,,,,,,
5nTdKXtGFcGbBHwUB7EsnEyBZ1ThGMGVofZAVpkjpump,513,2483,177,0.26040609137055837,43,8,900,nan,-0.003459962690551044,0.06398498906975658,-0.07485686431311855,0.3173965440991132,0.26055698967573515,2.0144961612238075
FMiBqDMPgGukPPj1fwTgpNvxjpLVwMCjZP8ULryKpump,517,2428,174,0.2705389848246991,42,,,,,,,,,
4skFA8FequaJV8Zd3njafvMvmX4yVbnzmBRo4jXVpump,517,2428,174,0.2705389848246991,42,,,,,,,,,
AAdao8JXwua6W6aMYXV5NMk1eDjms1iNsniEsDb1pump,582,2437,177,0.3137466307277628,42,,,,,,,,,
2RcD4toUmZywZ7ViKsgjchVLkkhH7xcbsqqgjuYSpump,588,2443,180,0.3169811320754717,42,,,,,,,,,
DfJy9p8AarFgv6CU9xW38oFdEEK41qkbEXhxzUoUpump,710,2456,176,0.4066437571592211,42,,,,,,,,,
DuBfXGHkyRWSi5u7gi21xz6Nij75XRsj4p3zSsNspump,652,2406,167,0.3717217787913341,41,,,,,,,,,
9pqWPKYYtmPfocSbweWfWRFqv7EKbHtZrhQjBQqMpump,652,2406,169,0.3717217787913341,41,6,900,nan,0.03459021414105434,0.2589554439874586,0.18797411434470002,0.3637785290424682,0.20874779916172898,0.3849253368418808
